addressLine1,city,zipCode,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,ownerOccupied,latest_assessment_value,has_cooling,has_garage,has_pool,unit_count,floor_count,exterior_type,roof_type,latest_property_tax,target_price,property_age,price_per_sqft,lot_to_building_ratio,bed_bath_ratio
2600 Nw 123rd St,Miami,33167,25.886159,-80.24191,Single Family,3.0,2.0,1469.0,10775.0,1964.0,True,160329.0,False,False,False,1,1.0,Concrete Block,Other,2732.0,160329.0,61.0,109.14159292035399,7.334921715452689,1.5
2605 Nw 121st St,Miami,33167,25.88484,-80.241952,Single Family,4.0,2.0,1707.0,9675.0,1964.0,False,430842.0,False,True,False,1,1.0,Stucco,Other,7783.0,430842.0,61.0,252.39718804920915,5.6678383128295255,2.0
14645 Nw S River Dr,Miami,33167,25.907991,-80.225795,Single Family,3.0,1.0,1723.0,20000.0,1952.0,True,97097.0,False,False,False,1,1.0,Concrete Block,Other,1071.0,97097.0,73.0,56.35345327916425,11.607661056297156,3.0
1110 Nw 123rd St,Miami,33168,25.886839,-80.217107,Single Family,4.0,3.0,3060.0,6550.0,1960.0,True,137473.0,False,False,False,1,2.0,Concrete Block,Other,2190.0,137473.0,65.0,44.92581699346405,2.1405228758169934,1.3333333333333333
13700 Nw 1st Ave,Miami,33168,25.900662,-80.201759,Single Family,4.0,3.0,6477.0,34797.0,1954.0,False,1838135.0,False,False,False,1,2.0,Concrete Block,Other,23257.0,1838135.0,71.0,283.7941948432916,5.372394627142196,1.3333333333333333
14201 Nw 1st Ave,Miami,33168,25.905326,-80.200828,Single Family,3.0,2.0,3085.0,34463.0,1951.0,True,223188.0,False,False,True,1,1.0,Concrete Block,Other,3797.0,223188.0,74.0,72.34619124797406,11.171150729335494,1.5
167 Nw 143rd St,Miami,33168,25.906266,-80.202811,Single Family,3.0,1.0,2951.0,14962.0,1951.0,True,586510.0,False,True,False,1,1.0,Concrete Block,Other,7518.0,586510.0,74.0,198.74957641477465,5.07014571331752,3.0
820 Nw 143rd St,Miami,33168,25.905215,-80.214031,Single Family,3.0,2.0,2928.0,8775.0,1955.0,True,224123.0,False,True,False,1,1.0,Stucco,Other,3726.0,224123.0,70.0,76.54474043715847,2.9969262295081966,1.5
104 Nw 145th St,Miami,33168,25.907626,-80.201647,Single Family,4.0,3.0,2519.0,10725.0,1950.0,True,180565.0,False,False,False,1,2.0,Stucco,Other,3117.0,180565.0,75.0,71.68122270742359,4.25764192139738,1.3333333333333333
1051 Nw 142nd St,Miami,33168,25.90481,-80.216952,Single Family,4.0,2.0,2678.0,8400.0,1949.0,False,490702.0,False,True,False,1,1.0,Concrete Block,Other,9014.0,490702.0,76.0,183.23450336071696,3.136669156086632,2.0
1101 Nw 124th St,Miami,33168,25.888301,-80.217157,Single Family,3.0,3.0,2565.0,12675.0,1964.0,True,138492.0,False,False,False,1,1.0,Concrete Block,Other,872.0,138492.0,61.0,53.99298245614035,4.941520467836257,1.0
12000 Nw 5th Ave,Miami,33168,25.885092,-80.206812,Single Family,3.0,3.0,2747.0,13500.0,1952.0,True,138642.0,False,False,False,1,1.0,Concrete Block,Other,1940.0,138642.0,73.0,50.47033127047688,4.914452129595923,1.0
12490 Nw 4th Ave,Miami,33168,25.889167,-80.204954,Single Family,4.0,3.0,2539.0,10098.0,1951.0,True,150493.0,False,False,False,1,1.0,Concrete Block,Other,2489.0,150493.0,74.0,59.272548247341476,3.9771563607719576,1.3333333333333333
13345 Nw 2nd Ave,Miami,33168,25.897596,-80.202832,Single Family,2.0,1.0,2352.0,10880.0,1953.0,True,141163.0,False,True,True,1,1.0,Concrete Block,Other,2277.0,141163.0,72.0,60.01828231292517,4.625850340136054,2.0
14101 Nw 3rd Ave,Miami,33168,25.90407,-80.204858,Single Family,5.0,2.0,2405.0,27846.0,1957.0,True,250643.0,False,False,True,1,1.0,Concrete Block,Other,4263.0,250643.0,68.0,104.21746361746362,11.578378378378378,2.5
14330 Nw 12th Ave,Miami,33168,25.906061,-80.219879,Single Family,3.0,2.0,2522.0,7500.0,1956.0,True,168751.0,False,False,False,1,1.0,Concrete Block,Other,1763.0,168751.0,69.0,66.91157811260904,2.9738302934179224,1.5
380 Nw 125th St,Miami,33168,25.889212,-80.20411,Single Family,4.0,3.0,2473.0,10124.0,1953.0,True,334587.0,False,False,False,1,1.0,Concrete Block,Other,6690.0,334587.0,72.0,135.29599676506268,4.093813182369591,1.3333333333333333
440 Nw 126th St,Miami,33168,25.89006,-80.205678,Single Family,2.0,1.0,2574.0,9600.0,1950.0,True,159302.0,False,True,False,1,1.0,Concrete Block,Other,2692.0,159302.0,75.0,61.888888888888886,3.7296037296037294,2.0
441 Nw 131st St,Miami,33168,25.895035,-80.206143,Single Family,4.0,3.0,2749.0,10500.0,2005.0,True,232364.0,False,False,False,1,1.0,Concrete Block,Other,7570.0,232364.0,20.0,84.52673699527101,3.8195707530010914,1.3333333333333333
455 Nw 121st St,Miami,33168,25.886068,-80.205757,Single Family,4.0,3.0,2422.0,13500.0,1962.0,False,182328.0,False,True,False,1,1.0,Concrete Block,Other,3221.0,182328.0,63.0,75.27993393889348,5.573905862923204,1.3333333333333333
455 Nw 125th St,Miami,33168,25.889663,-80.205884,Single Family,2.0,1.0,2340.0,9600.0,1949.0,True,138540.0,False,False,True,1,1.0,Concrete Block,Other,2215.0,138540.0,76.0,59.205128205128204,4.102564102564102,2.0
480 Nw 122nd St,Miami,33168,25.886398,-80.20606,Single Family,3.0,3.0,2431.0,13500.0,1952.0,True,138462.0,False,True,False,1,1.0,Concrete Block,Other,2213.0,138462.0,73.0,56.95680789798437,5.553270259152612,1.0
490 Nw 132nd St,Miami,33168,25.895432,-80.206882,Single Family,4.0,2.0,2355.0,11578.0,1949.0,True,187469.0,False,False,False,1,1.0,Concrete Block,Other,3340.0,187469.0,76.0,79.60467091295116,4.916348195329087,2.0
495 Nw 121st St,Miami,33168,25.885963,-80.206345,Single Family,3.0,2.0,2495.0,9000.0,1958.0,True,134115.0,False,False,False,1,1.0,Concrete Block,Other,2113.0,134115.0,67.0,53.75350701402806,3.6072144288577155,1.5
580 Nw 125th St,Miami,33168,25.889042,-80.208258,Single Family,3.0,1.0,2423.0,9819.0,1952.0,True,141292.0,False,False,False,1,1.0,Concrete Block,Other,2278.0,141292.0,73.0,58.312835328105656,4.05241436236071,3.0
735 Nw 133rd St,Miami,33168,25.896664,-80.212131,Single Family,3.0,2.0,2615.0,7920.0,1949.0,True,160334.0,False,False,False,1,1.0,Concrete Block,Other,4516.0,160334.0,76.0,61.3131931166348,3.0286806883365203,1.5
765 Nw 127th St,Miami,33168,25.891233,-80.212312,Single Family,3.0,1.0,2498.0,7759.0,1950.0,True,149621.0,False,False,False,1,1.0,Concrete Block,Other,2481.0,149621.0,75.0,59.89631705364292,3.1060848678943156,3.0
1015 Nw 125th St,Miami,33168,25.889297,-80.215228,Single Family,2.0,1.0,963.0,6750.0,1958.0,True,60722.0,False,False,False,1,1.0,Concrete Block,Other,639.0,60722.0,67.0,63.05503634475597,7.009345794392523,2.0
1045 Nw 126th St,Miami,33168,25.890184,-80.215863,Single Family,2.0,1.0,955.0,6750.0,1955.0,False,157425.0,False,False,False,1,1.0,Concrete Block,Other,3090.0,157425.0,70.0,164.84293193717278,7.0680628272251305,2.0
1085 Nw 126th St,Miami,33168,25.890151,-80.216578,Single Family,2.0,1.0,962.0,8100.0,1952.0,True,60397.0,False,False,False,1,1.0,Concrete Block,Other,649.0,60397.0,73.0,62.78274428274428,8.41995841995842,2.0
10 Nw 121st St,Miami,33168,25.886388,-80.199082,Single Family,2.0,1.0,937.0,7980.0,1950.0,False,173907.0,False,False,False,1,1.0,Concrete Block,Other,3049.0,173907.0,75.0,185.59978655282816,8.516542155816435,2.0
110 Nw 144th St,Miami,33168,25.906699,-80.201627,Single Family,2.0,1.0,912.0,10575.0,1947.0,False,338482.0,False,True,False,1,1.0,Concrete Block,Other,4314.0,338482.0,78.0,371.1425438596491,11.595394736842104,2.0
1110 Nw 122nd St,Miami,33168,25.885943,-80.217276,Single Family,2.0,1.0,962.0,13500.0,1949.0,True,68847.0,False,False,False,1,1.0,Concrete Block,Other,710.0,68847.0,76.0,71.56652806652806,14.033264033264032,2.0
1115 Nw 145th St,Miami,33168,25.907161,-80.218112,Single Family,2.0,1.0,975.0,7500.0,1950.0,True,54468.0,False,False,False,1,1.0,Concrete Block,Other,987.0,54468.0,75.0,55.864615384615384,7.6923076923076925,2.0
1120 Nw 116th St,Miami,33168,25.880334,-80.21688,Single Family,4.0,2.0,933.0,7800.0,1953.0,False,313671.0,False,False,False,1,1.0,Concrete Block,Other,4374.0,313671.0,72.0,336.19614147909965,8.360128617363344,2.0
1120 Nw 125th St,Miami,33168,25.888665,-80.217646,Single Family,3.0,1.0,920.0,6750.0,1955.0,True,56489.0,False,False,False,1,1.0,Concrete Block,Other,3166.0,56489.0,70.0,61.40108695652174,7.336956521739131,3.0
1128 Nw 116th St,Miami,33168,25.880344,-80.21708,Single Family,2.0,1.0,1029.0,5200.0,1949.0,False,252446.0,False,False,False,1,1.0,Stucco,Other,3829.0,252446.0,76.0,245.33138969873664,5.053449951409135,2.0
1141 Nw 116th Ter,Miami,33168,25.881485,-80.217406,Single Family,2.0,1.0,901.0,5200.0,1968.0,True,67622.0,False,False,False,1,1.0,Concrete Block,Other,1022.0,67622.0,57.0,75.05216426193118,5.771365149833518,2.0
1155 Nw 133rd St,Miami,33168,25.896425,-80.218227,Single Family,2.0,1.0,928.0,17222.0,1949.0,True,111690.0,False,True,False,1,1.0,Concrete Block,Other,1538.0,111690.0,76.0,120.35560344827586,18.558189655172413,2.0
1160 Nw 123rd St,Miami,33168,25.886802,-80.218175,Single Family,2.0,1.0,960.0,6550.0,1950.0,True,58805.0,False,False,False,1,1.0,Concrete Block,Other,638.0,58805.0,75.0,61.255208333333336,6.822916666666667,2.0
11721 Nw 5th Ave,Miami,33168,25.882565,-80.206208,Single Family,2.0,1.0,901.0,5150.0,1953.0,True,76441.0,False,False,False,1,1.0,Concrete Block,Other,1328.0,76441.0,72.0,84.84017758046615,5.7158712541620424,2.0
1180 Nw 133rd St,Miami,33168,25.895901,-80.218692,Single Family,3.0,2.0,919.0,8611.0,1953.0,True,233755.0,False,False,False,1,1.0,Concrete Block,Other,7613.0,233755.0,72.0,254.35799782372143,9.369967355821545,1.5
1182 Nw 121st St,Miami,33168,25.884989,-80.21833,Single Family,2.0,1.0,974.0,8100.0,1953.0,True,61728.0,False,False,False,1,1.0,Concrete Block,Other,282.0,61728.0,72.0,63.37577002053388,8.316221765913758,2.0
12025 Nw 2nd Ave,Miami,33168,25.88534,-80.202227,Single Family,2.0,1.0,905.0,6480.0,1950.0,True,59440.0,False,False,False,1,1.0,Concrete Block,Other,642.0,59440.0,75.0,65.67955801104972,7.1602209944751385,2.0
12035 Nw 8th Ave,Miami,33168,25.885127,-80.212408,Single Family,3.0,2.0,939.0,6000.0,1956.0,False,134378.0,False,True,False,1,1.0,Concrete Block,Other,2376.0,134378.0,69.0,143.10756123535677,6.389776357827476,1.5
12140 N Miami Ave,Miami,33168,25.887146,-80.198833,Single Family,2.0,1.0,954.0,6480.0,1950.0,False,145610.0,False,False,False,1,1.0,Concrete Block,Other,2511.0,145610.0,75.0,152.63102725366878,6.7924528301886795,2.0
12220 N Miami Ave,Miami,33168,25.887628,-80.198841,Single Family,3.0,1.0,950.0,6480.0,1950.0,True,153592.0,False,False,False,1,1.0,Concrete Block,Other,4472.0,153592.0,75.0,161.6757894736842,6.821052631578947,3.0
12250 Nw 8th Ave,Miami,33168,25.88689,-80.212982,Single Family,2.0,1.0,938.0,5586.0,1948.0,True,51176.0,False,False,False,1,1.0,Concrete Block,Other,583.0,51176.0,77.0,54.55863539445629,5.955223880597015,2.0
12300 Nw 8th Ave,Miami,33168,25.887486,-80.213008,Single Family,3.0,1.0,936.0,6552.0,1953.0,True,63281.0,False,False,False,1,1.0,Concrete Block,Other,670.0,63281.0,72.0,67.60790598290598,7.0,3.0
12685 Nw 8th Ave,Miami,33168,25.890736,-80.212679,Single Family,2.0,1.0,969.0,6786.0,1950.0,True,53998.0,False,False,False,1,1.0,Concrete Block,Other,603.0,53998.0,75.0,55.72549019607843,7.003095975232198,2.0
130 Nw 123rd St,Miami,33168,25.887842,-80.201249,Single Family,2.0,1.0,962.0,6840.0,1950.0,True,68107.0,False,False,False,1,1.0,Concrete Block,Other,699.0,68107.0,75.0,70.79729729729729,7.11018711018711,2.0
13420 Nw 11th Ave,Miami,33168,25.897264,-80.217531,Single Family,2.0,1.0,942.0,6521.0,1953.0,True,65153.0,False,False,False,1,1.0,Concrete Block,Other,682.0,65153.0,72.0,69.16454352441613,6.9225053078556265,2.0
13540 Nw 2nd Ave,Miami,33168,25.899163,-80.203442,Single Family,2.0,1.0,945.0,8450.0,1950.0,True,54245.0,False,False,False,1,1.0,Concrete Block,Other,605.0,54245.0,75.0,57.402116402116405,8.941798941798941,2.0
13990 Nw 5th Ave,Miami,33168,25.902459,-80.207613,Single Family,2.0,1.0,1125.0,10650.0,1949.0,True,101400.0,False,False,True,1,1.0,Concrete Block,Other,1304.0,101400.0,76.0,90.13333333333334,9.466666666666667,2.0
1000 Nw 142nd St,Miami,33168,25.904395,-80.215781,Single Family,3.0,1.0,1349.0,8400.0,1949.0,False,343266.0,False,False,False,1,1.0,Stucco,Other,5593.0,343266.0,76.0,254.45959970348406,6.226834692364714,3.0
1000 Nw 148th St,Miami,33168,25.909886,-80.21613,Single Family,3.0,1.0,1015.0,7500.0,1953.0,False,300227.0,False,True,False,1,1.0,Stucco,Other,4976.0,300227.0,72.0,295.79014778325126,7.389162561576355,3.0
1005 Nw 133rd St,Miami,33168,25.896434,-80.21548,Single Family,2.0,1.0,998.0,6521.0,1951.0,True,64481.0,False,False,False,1,1.0,Concrete Block,Other,652.0,64481.0,74.0,64.61022044088176,6.534068136272545,2.0
1010 Nw 120th St,Miami,33168,25.884193,-80.215284,Single Family,2.0,1.0,980.0,6750.0,1956.0,True,139960.0,False,False,False,1,1.0,Concrete Block,Other,2457.0,139960.0,69.0,142.81632653061226,6.887755102040816,2.0
1010 Nw 121st St,Miami,33168,25.885116,-80.21503,Single Family,3.0,2.0,1034.0,6750.0,1949.0,True,60346.0,False,False,False,1,1.0,Concrete Block,Other,268.0,60346.0,76.0,58.361702127659576,6.528046421663443,1.5
1010 Nw 130th St,Miami,33168,25.893504,-80.215511,Single Family,3.0,1.5,986.0,6930.0,1953.0,True,89181.0,False,False,True,1,1.0,Concrete Block,Other,1096.0,89181.0,72.0,90.447261663286,7.028397565922921,2.0
1030 Nw 107th St,Miami,33168,25.872417,-80.214766,Single Family,3.0,1.0,1066.0,10662.0,1953.0,True,76431.0,False,False,False,1,1.0,Concrete Block,Other,1271.0,76431.0,72.0,71.69887429643528,10.00187617260788,3.0
1031 Nw 140th Ter,Miami,33168,25.903385,-80.216433,Multi-Family,4.0,2.0,1032.0,7875.0,1950.0,True,92603.0,False,False,False,2,1.0,Stucco,Other,1176.0,92603.0,75.0,89.73158914728683,7.630813953488372,2.0
1040 Nw 116th St,Miami,33168,25.880402,-80.215308,Single Family,2.0,1.0,1025.0,6313.0,1951.0,True,277679.0,False,True,False,1,1.0,Concrete Block,Other,5297.0,277679.0,74.0,270.90634146341466,6.159024390243903,2.0
1040 Nw 136th St,Miami,33168,25.898602,-80.216212,Single Family,3.0,1.0,1050.0,7725.0,1953.0,True,162617.0,False,False,False,1,1.0,Concrete Block,Other,2635.0,162617.0,72.0,154.87333333333333,7.357142857142857,3.0
1042 Nw 110th St,Miami,33168,25.875331,-80.215158,Single Family,2.0,1.0,1072.0,7950.0,1955.0,True,79197.0,False,False,False,1,1.0,Concrete Block,Other,1122.0,79197.0,70.0,73.87779850746269,7.416044776119403,2.0
1050 Nw 148th St,Miami,33168,25.909838,-80.216906,Single Family,3.0,1.0,1024.0,7875.0,1953.0,True,65777.0,False,True,False,1,1.0,Concrete Block,Other,1269.0,65777.0,72.0,64.2353515625,7.6904296875,3.0
1065 Nw 123rd St,Miami,33168,25.887435,-80.216078,Single Family,2.0,1.0,1054.0,7965.0,1949.0,True,58031.0,False,False,False,1,1.0,Concrete Block,Other,,58031.0,76.0,55.057874762808346,7.556925996204933,2.0
1066 Nw 146th St,Miami,33168,25.908149,-80.217229,Single Family,2.0,1.0,1034.0,7500.0,1950.0,True,61153.0,False,True,False,1,1.0,Concrete Block,Other,1004.0,61153.0,75.0,59.142166344294004,7.2533849129593815,2.0
1080 Nw 133rd St,Miami,33168,25.895998,-80.216714,Single Family,2.0,1.0,1056.0,8635.0,1955.0,True,72170.0,False,True,False,1,1.0,Concrete Block,Other,330.0,72170.0,70.0,68.34280303030303,8.177083333333334,2.0
1080 Opa Locka Blvd,Miami,33168,25.899293,-80.216915,Single Family,2.0,1.0,976.0,7552.0,1955.0,True,238206.0,False,True,False,1,1.0,Concrete Block,Other,4052.0,238206.0,70.0,244.06352459016392,7.737704918032787,2.0
10921 Nw 2nd Ct,Miami,33168,25.875291,-80.202736,Single Family,3.0,2.0,1321.0,6500.0,1950.0,True,90089.0,False,False,False,1,1.0,Concrete Block,Other,1480.0,90089.0,75.0,68.19757759273278,4.920514761544284,1.5
1095 Nw 109th St,Miami,33168,25.874994,-80.216057,Single Family,2.0,1.0,1024.0,8597.0,1952.0,True,78858.0,False,False,False,1,1.0,Concrete Block,Other,1420.0,78858.0,73.0,77.009765625,8.3955078125,2.0
784 Nw 109th St,Miami,33168,25.874339,-80.211852,Land,1.0,1.0,550.0,7000.0,1938.0,False,157849.0,False,False,False,1,1.0,Concrete Block,Other,3402.0,157849.0,87.0,286.9981818181818,12.727272727272727,1.0
1005 Nw 124th St,Miami,33168,25.888399,-80.215032,Single Family,2.0,1.0,696.0,6750.0,1950.0,False,117941.0,False,True,False,1,1.0,Concrete Block,Other,1956.0,117941.0,75.0,169.45545977011494,9.698275862068966,2.0
1030 Nw 116th Ter,Miami,33168,25.881236,-80.215183,Single Family,2.0,1.0,701.0,6302.0,1951.0,True,76772.0,False,False,False,1,1.0,Concrete Block,Other,1346.0,76772.0,74.0,109.51783166904423,8.990014265335235,2.0
1031 Nw 141st St,Miami,33168,25.904103,-80.216454,Single Family,3.0,1.0,729.0,7875.0,1949.0,True,61764.0,False,False,False,1,1.0,Concrete Block,Other,1198.0,61764.0,76.0,84.72427983539094,10.802469135802468,3.0
1051 Nw 139th St,Miami,33168,25.901937,-80.216814,Single Family,2.0,1.0,720.0,8175.0,1949.0,False,294139.0,False,False,False,1,1.0,Stucco,Other,4181.0,294139.0,76.0,408.5263888888889,11.354166666666666,2.0
1070 Nw 141st St,Miami,33168,25.903637,-80.217357,Single Family,2.0,1.0,720.0,8214.0,1949.0,True,57125.0,False,False,False,1,1.0,Concrete Block,Other,1168.0,57125.0,76.0,79.34027777777777,11.408333333333333,2.0
1075 Nw 116th Ter,Miami,33168,25.881546,-80.215883,Single Family,2.0,1.0,914.0,6406.0,1951.0,True,261360.0,False,True,False,1,1.0,Concrete Block,Other,4475.0,261360.0,74.0,285.9518599562363,7.008752735229759,2.0
1015 Nw 128th Ter,Miami,33168,25.892487,-80.215476,Single Family,3.0,1.5,1216.0,6930.0,1953.0,True,72408.0,False,False,False,1,1.0,Concrete Block,Other,718.0,72408.0,72.0,59.546052631578945,5.699013157894737,2.0
1020 Nw 129th St,Miami,33168,25.892765,-80.215675,Single Family,3.0,2.0,1216.0,6930.0,1953.0,True,66229.0,False,False,False,1,1.0,Concrete Block,Other,679.0,66229.0,72.0,54.46463815789474,5.699013157894737,1.5
1030 Nw 128th St,Miami,33168,25.891328,-80.21583,Single Family,3.0,2.0,1220.0,6930.0,1952.0,True,65114.0,False,False,False,1,1.0,Concrete Block,Other,683.0,65114.0,73.0,53.37213114754098,5.680327868852459,1.5
1030 Nw 129th St,Miami,33168,25.89276,-80.215875,Single Family,3.0,1.5,1216.0,6930.0,1953.0,True,72804.0,False,False,False,1,1.0,Concrete Block,Other,345.0,72804.0,72.0,59.87171052631579,5.699013157894737,2.0
1030 Nw 143rd St,Miami,33168,25.905138,-80.216495,Single Family,3.0,2.0,1400.0,8400.0,1949.0,True,345916.0,False,False,True,1,1.0,Concrete Block,Other,5277.0,345916.0,76.0,247.08285714285714,6.0,1.5
1035 Nw 125th St,Miami,33168,25.88927,-80.215582,Single Family,2.0,1.0,1240.0,8100.0,1949.0,True,79674.0,False,False,False,1,1.0,Concrete Block,Other,414.0,79674.0,76.0,64.25322580645161,6.532258064516129,2.0
1035 Nw 128th Ter,Miami,33168,25.892462,-80.215878,Single Family,3.0,2.0,1216.0,6930.0,1953.0,False,81109.0,False,False,False,1,1.0,Concrete Block,Other,894.0,81109.0,72.0,66.70148026315789,5.699013157894737,1.5
1035 Nw 130th St,Miami,33168,25.893902,-80.215931,Single Family,3.0,2.0,1220.0,6930.0,1953.0,True,79391.0,False,False,False,1,1.0,Concrete Block,Other,854.0,79391.0,72.0,65.07459016393443,5.680327868852459,1.5
1040 Nw 130th St,Miami,33168,25.893469,-80.216111,Single Family,3.0,2.0,1216.0,6930.0,1953.0,True,65033.0,False,False,False,1,1.0,Concrete Block,Other,682.0,65033.0,72.0,53.48108552631579,5.699013157894737,1.5
1041 Nw 150th St,Miami,33168,25.912103,-80.216928,Single Family,3.0,2.0,1260.0,10350.0,1959.0,True,247063.0,False,True,False,1,1.0,Concrete Block,Other,4232.0,247063.0,66.0,196.08174603174604,8.214285714285714,1.5
1045 Nw 110th St,Miami,33168,25.875759,-80.215177,Single Family,3.0,2.0,1317.0,7950.0,1955.0,True,82398.0,False,False,False,1,1.0,Concrete Block,Other,1108.0,82398.0,70.0,62.56492027334852,6.0364464692482915,1.5
1045 Nw 129th St,Miami,33168,25.893192,-80.216091,Single Family,3.0,2.0,1220.0,6930.0,1953.0,True,67562.0,False,False,False,1,1.0,Concrete Block,Other,700.0,67562.0,72.0,55.37868852459017,5.680327868852459,1.5
1050 Nw 112th Ter,Miami,33168,25.877542,-80.215457,Multi-Family,2.0,2.0,1832.0,7950.0,1948.0,True,311534.0,False,False,False,2,1.0,Concrete Block,Other,5298.0,311534.0,77.0,170.0513100436681,4.3395196506550215,1.0
1050 Nw 120th St,Miami,33168,25.884162,-80.216182,Single Family,2.0,2.0,1409.0,6750.0,1959.0,True,164542.0,False,True,False,1,1.0,Stucco,Other,3316.0,164542.0,66.0,116.7792760823279,4.790631653655074,1.0
1050 Nw 122nd St,Miami,33168,25.886005,-80.21567,Single Family,3.0,1.0,1230.0,6750.0,1968.0,True,70040.0,False,False,False,1,1.0,Concrete Block,Other,718.0,70040.0,57.0,56.94308943089431,5.487804878048781,3.0
1050 Nw 125th St,Miami,33168,25.888739,-80.215852,Single Family,2.0,1.0,1285.0,10125.0,1949.0,True,80144.0,False,False,False,1,1.0,Concrete Block,Other,872.0,80144.0,76.0,62.36887159533074,7.879377431906615,2.0
1050 Nw 126th St,Miami,33168,25.88964,-80.216012,Single Family,3.0,1.0,1216.0,8775.0,1949.0,True,77776.0,False,False,False,1,1.0,Concrete Block,Other,399.0,77776.0,76.0,63.96052631578947,7.2162828947368425,3.0
1050 Nw 129th St,Miami,33168,25.892762,-80.216285,Single Family,3.0,2.0,1216.0,6930.0,1953.0,True,81707.0,False,True,False,1,1.0,Concrete Block,Other,908.0,81707.0,72.0,67.19325657894737,5.699013157894737,1.5
1055 Nw 143rd St,Miami,33168,25.905632,-80.217132,Single Family,2.0,1.0,1220.0,10275.0,1952.0,True,324911.0,False,False,False,1,1.0,Concrete Block,Other,6234.0,324911.0,73.0,266.3204918032787,8.422131147540984,2.0
1060 Nw 140th St,Miami,33168,25.902198,-80.217049,Single Family,2.0,1.0,1320.0,7875.0,1950.0,True,110817.0,False,True,False,1,1.0,Stucco,Other,1893.0,110817.0,75.0,83.95227272727273,5.965909090909091,2.0
1061 Nw 140th Ter,Miami,33168,25.903365,-80.217114,Single Family,2.0,1.0,1268.0,7875.0,1949.0,True,87661.0,False,False,False,1,1.0,Stucco,Other,1139.0,87661.0,76.0,69.1332807570978,6.210567823343848,2.0
1061 Nw 141st St,Miami,33168,25.904065,-80.217152,Single Family,2.0,1.0,1328.0,7875.0,1950.0,True,313513.0,False,False,False,1,1.0,Stucco,Other,5137.0,313513.0,75.0,236.07906626506025,5.929969879518072,2.0
1065 Nw 107th St,Miami,33168,25.872858,-80.215478,Single Family,3.0,2.0,1395.0,8100.0,1952.0,True,388541.0,False,False,False,1,1.0,Concrete Block,Other,6936.0,388541.0,73.0,278.52401433691756,5.806451612903226,1.5
1066 Nw 145th St,Miami,33168,25.906765,-80.217176,Single Family,2.0,1.0,1651.0,7800.0,1951.0,True,299217.0,False,False,False,1,1.0,Concrete Block,Other,4417.0,299217.0,74.0,181.23379769836464,4.724409448818897,2.0
1070 Nw 128th Ter,Miami,33168,25.892016,-80.216644,Single Family,3.0,2.0,1220.0,6930.0,1953.0,False,154331.0,False,False,False,1,1.0,Concrete Block,Other,3102.0,154331.0,72.0,126.50081967213114,5.680327868852459,1.5
1070 Nw 130th St,Miami,33168,25.893466,-80.216711,Single Family,3.0,2.0,1220.0,6930.0,1953.0,True,76617.0,False,False,False,1,1.0,Concrete Block,Other,791.0,76617.0,72.0,62.80081967213115,5.680327868852459,1.5
1075 Nw 123rd St,Miami,33168,25.88744,-80.216248,Single Family,3.0,1.0,1379.0,7965.0,1949.0,True,69320.0,False,False,False,1,1.0,Concrete Block,Other,713.0,69320.0,76.0,50.26831036983321,5.775924583031182,3.0
1080 Nw 128th Ter,Miami,33168,25.892007,-80.216843,Single Family,3.0,2.0,1220.0,7162.0,1953.0,True,69043.0,False,True,False,1,1.0,Concrete Block,Other,695.0,69043.0,72.0,56.592622950819674,5.870491803278688,1.5
1080 Nw 130th St,Miami,33168,25.893438,-80.216909,Single Family,3.0,2.0,1403.0,7148.0,1953.0,True,81832.0,False,True,False,1,1.0,Concrete Block,Other,911.0,81832.0,72.0,58.32644333570919,5.0947968638631504,1.5
1080 Nw 145th Ter,Miami,33168,25.907433,-80.217648,Single Family,2.0,1.0,1363.0,7500.0,1950.0,True,76463.0,False,False,False,1,1.0,Stucco,Other,1122.0,76463.0,75.0,56.09904622157006,5.502567865003669,2.0
1080 Nw 148th St,Miami,33168,25.909809,-80.217678,Single Family,3.0,1.0,1297.0,7875.0,1952.0,True,74611.0,False,True,False,1,1.0,Concrete Block,Other,1328.0,74611.0,73.0,57.52582883577487,6.071703932151118,3.0
1085 Nw 123rd St,Miami,33168,25.88743,-80.21643,Single Family,2.0,1.0,1333.0,7965.0,1950.0,True,105987.0,False,False,False,1,1.0,Concrete Block,Other,1466.0,105987.0,75.0,79.51012753188297,5.975243810952739,2.0
1090 Nw 121st St,Miami,33168,25.885068,-80.215926,Single Family,2.0,1.0,1242.0,6750.0,1957.0,True,69743.0,False,False,False,1,1.0,Concrete Block,Other,716.0,69743.0,68.0,56.15378421900161,5.434782608695652,2.0
1090 Nw 145th St,Miami,33168,25.906761,-80.217635,Single Family,2.0,1.0,1315.0,7725.0,1951.0,True,65057.0,False,False,False,1,1.0,Concrete Block,Other,1116.0,65057.0,74.0,49.47300380228137,5.8745247148288975,2.0
1090 Nw 148th St,Miami,33168,25.909805,-80.217991,Single Family,2.0,1.0,1260.0,7875.0,1952.0,True,64974.0,False,False,False,1,1.0,Concrete Block,Other,1264.0,64974.0,73.0,51.56666666666667,6.25,2.0
1000 Nw 149th St,Miami,33168,25.910562,-80.215876,Single Family,3.0,2.0,1818.0,8073.0,1957.0,True,94676.0,False,True,False,1,1.0,Concrete Block,Other,1650.0,94676.0,68.0,52.077007700770075,4.4405940594059405,1.5
